author,description
Кідер Фелікс Іхильович (1938-2003),"Начерк. Лена. Феодосія. 1985. Папір, олівець. 41,5х29,3"
Кідер Фелікс Іхильович (1938-2003),"Дерева. Сенеж. 1985. Папір, олівець. 43х31"
Кідер Фелікс Іхильович (1938-2003),"Портрет Ліди Терешкіної. Сенеж. 1985. Папір, олівець.42,8х31"
Кідер Фелікс Іхильович (1938-2003),"На прогулянці. Начерк. 1984. Папір, олівець. 42,7х30,7"
Кідер Фелікс Іхильович (1938-2003),"Портрет жінки у светрі. 1984. Папір, олівець. 42,7х31,2"
Кідер Фелікс Іхильович (1938-2003),"Жінка у светрі з вишитими рукавами. 1984. Папір, олівець. 43х30"
Кідер Фелікс Іхильович (1938-2003),"Задивився. Папір, олівець. 37,5х29,5"
Кідер Фелікс Іхильович (1938-2003),"Споглядальник. Начерк. Папір, олівець. 25,7х35"
Кідер Фелікс Іхильович (1938-2003),"Ескіз панно. 1966. Папір, туш, перо. 39х27,8"
Кідер Фелікс Іхильович (1938-2003),"Біля води. Папір, вугілля, акварель. 39х28,5"
Кідер Фелікс Іхильович (1938-2003),"Сніданок. Папір, акварель. 28х38,5"
Кідер Фелікс Іхильович (1938-2003),"Розмова. Папір, акварель. 35х29,5"
Кідер Фелікс Іхильович (1938-2003),"Кімната. Папір, акварель. 40,2х29,2"
Кідер Фелікс Іхильович (1938-2003),"Натюрморт з чайником. Папір, акварель. 37х28,2"
Кідер Фелікс Іхильович (1938-2003),"На околиці міста. Папір, туш, перо. 11,6х18,3"
Кідер Фелікс Іхильович (1938-2003),"Пейзаж з маяком. Папір, акварель. 15,9х20,7"
Кідер Фелікс Іхильович (1938-2003),"Начерк № 10. Папір, туш, пензель. 27,8х20,3"
Кідер Фелікс Іхильович (1938-2003),"Партія. Папір, олівець. 26,5х20"
Кідер Фелікс Іхильович (1938-2003),"Пейзаж з возом. Папір, акварель. 20х28,7"
Кідер Фелікс Іхильович (1938-2003),"Пейзаж з кипарисами. Папір, акварель.14х12"
Кідер Фелікс Іхильович (1938-2003),"Два пейзажі: Пейзаж з білою хатою. Папір, акварель. Пейзаж з хатою і деревом. Папір, олівець. 28,7х20,2"
Кідер Фелікс Іхильович (1938-2003),"В перукарні. Папір, олівець. 28,3х19,8"
Кідер Фелікс Іхильович (1938-2003),"Корови. Начерки. Папір, олівець, вугілля. 28,3х20,2"
Кідер Фелікс Іхильович (1938-2003),"Дядя Вася вчиться. Начерк. Папір, олівець. 29,5х19,8"
Кідер Фелікс Іхильович (1938-2003),"У вишитій сорочці. Папір, олівець. 28,5х20,2"
Кідер Фелікс Іхильович (1938-2003),"На збиранні хліба. Папір, туш, пензель. 29х20,6"
Кідер Фелікс Іхильович (1938-2003),"Стриження. Папір, туш, пензель. 29,2х20,8"
Кідер Фелікс Іхильович (1938-2003),"Погрудний етюд. Папір, акварель. 28х20,2"
Кідер Фелікс Іхильович (1938-2003),"Погрудний портрет жінки. Папір, вугілля. 26,5х19"
Кідер Фелікс Іхильович (1938-2003),"Портрет батька. Папір, акварель. 19,2х16,5"
Кідер Фелікс Іхильович (1938-2003),"Ілюстрація. Папір, вугілля. 28х20,2"
Кідер Фелікс Іхильович (1938-2003),"На етюдах. Начерк. Папір, олівець. 28,5х20"
Кідер Фелікс Іхильович (1938-2003),"Кущі. Начерк. Папір, олівець. 28,7х20"
Кідер Фелікс Іхильович (1938-2003),"На вулиці. Начерки. Папір, олівець, туш, перо, пензель. 28,7х20"
Кідер Фелікс Іхильович (1938-2003),"Автопортрет. Начерк. Папір, олівець. 27х19,3"
Кідер Фелікс Іхильович (1938-2003),"Незваний гість. Папір, олівець. 28,5х19,8"
Кідер Фелікс Іхильович (1938-2003),"На уроці. Папір, олівець. 19,3х27"
Кідер Фелікс Іхильович (1938-2003),"Тореро. Папір, туш, перо.13,5х32"
Кідер Фелікс Іхильович (1938-2003),"Фігура на фоні комбайна. Папір, акварель. 28,5х20,2"
Кідер Фелікс Іхильович (1938-2003),"Гра. Тонований папір, олівець. 20х27,7"
Кідер Фелікс Іхильович (1938-2003),"Начерк натурщик, який читає. Папір, олівець. 29,5х19,8"
Кідер Фелікс Іхильович (1938-2003),"Акордеоніст. Папір, чорний олівець. 26,5х19"
Кідер Фелікс Іхильович (1938-2003),"Двірник. Папір, олівець. 25,7х17"
Кідер Фелікс Іхильович (1938-2003),"Портрет хлопчика. Папір, вугілля. 30х22,5"
Кідер Фелікс Іхильович (1938-2003),"Натурник, який сидить. Начерк. Папір, вугілля. 28,3х20,2"
Кідер Фелікс Іхильович (1938-2003),"Чоловіча фігура лежачи. Папір, вугілля, крейда. 27,8х20,2"
Кідер Фелікс Іхильович (1938-2003),"Свіжі новини. Папір, туш, перо. 26,8х18,8"
Кідер Фелікс Іхильович (1938-2003),"Бесіда. Начерк. Папір, туш, сухий пензель. 17,4х20,2"
Кідер Фелікс Іхильович (1938-2003),"В гуртожитку. Папір, туш, перо. 28,5х20,2"
Кідер Фелікс Іхильович (1938-2003),"З газетою. Папір, туш, перо. 28,7х20,2"
Кідер Фелікс Іхильович (1938-2003),"Сюжетна композиція «Рибалки». Папір, туш, перо, сухий пензель. 26,8х18,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк з вершником. Папір, олівець. 19,3х27"
Кідер Фелікс Іхильович (1938-2003),"Начерк. В гуртожитку. Папір, олівець. 27х19,4"
Кідер Фелікс Іхильович (1938-2003),"На будівництві. Папір, туш, перо, сухий пензель. 15,8х20,2"
Кідер Фелікс Іхильович (1938-2003),"Хлопчик, який читає. Папір, вугілля. 20х27"
Кідер Фелікс Іхильович (1938-2003),"В полоні. Папір, олівець. 27х19,2"
Кідер Фелікс Іхильович (1938-2003),"Біля ліжка хворого. Папір, туш, пензель. 27х19,3"
Кідер Фелікс Іхильович (1938-2003),"Вагончик. Папір, акварель, вугілля. 20х28"
Кідер Фелікс Іхильович (1938-2003),"Портрет хлопчика з м’ячем. Папір, туш, олівець. 24,4х16,7"
Кідер Фелікс Іхильович (1938-2003),"Портрет батька поясний. Папір, акварель. 27х19"
Кідер Фелікс Іхильович (1938-2003),"Портрет хлопчика з книгою. Папір, акварель. 27х19"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Гуртожиток. 1955. Папір, олівець. 27х18"
Кідер Фелікс Іхильович (1938-2003),"Сюжетний мотив. Папір, акварель. 29,6х20,8"
Кідер Фелікс Іхильович (1938-2003),"Етюд «Козаки». Папір, акварель. 22,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Приборкування коня. Папір, туш, перо. 13,3х15,7"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Ібрагім Огли з роману «Угрюм-река». Папір, кольоровий олівець, туш, перо. 17х20,8"
Кідер Фелікс Іхильович (1938-2003),"Дерева - 1. Папір, кулькова ручка. 14,2х19,5"
Кідер Фелікс Іхильович (1938-2003),"Дерева - 2. Папір, кулькова ручка. 14,6х19,6"
Кідер Фелікс Іхильович (1938-2003),"Ескіз панно. Папір, туш, перо. 20,9х29,8"
Кідер Фелікс Іхильович (1938-2003),"Жінка у пальті. Папір, олівець. 28х20"
Кідер Фелікс Іхильович (1938-2003),"Партія у шахи. Папір, олівець. 23,1х20,1"
Кідер Фелікс Іхильович (1938-2003),"Ілюстрація до книги. Папір, олівець, вугілля, крейда. 27,4х20,2"
Кідер Фелікс Іхильович (1938-2003),"На прогулянці. Папір дубльований на папір, туш, сухий пензель. 27,2х19,2"
Кідер Фелікс Іхильович (1938-2003),"Портрет моряка. Папір, олівець. 29,8х17,7"
Кідер Фелікс Іхильович (1938-2003),"Палац. Папір, туш, перо. 25,2х17,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Спить. Папір, олівець. 27х19,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка у хустці. Папір дубльований на папір, олівець. 13,4х20,2"
Кідер Фелікс Іхильович (1938-2003),"Гра у футбол. Папір, олівець. 27,7х21,3"
Кідер Фелікс Іхильович (1938-2003),"Сурмач. 1969. Папір, олівець, кольоровий олівець. 23х20,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Автопортрет. Папір, олівець. 22,3х16,7"
Кідер Фелікс Іхильович (1938-2003),"Страта білого отамана. Папір, олівець. 19,5х28,6"
Кідер Фелікс Іхильович (1938-2003),"Студент. Папір, олівець. 28,8х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Розмова. Папір, туш, перо. 21,3х30,7"
Кідер Фелікс Іхильович (1938-2003),"Начерк. «…Шел отряд по берегу». Папір, туш, перо. 21х30"
Кідер Фелікс Іхильович (1938-2003),"Учнівський малюнок. Папір, олівець. 28,7х19,8"
Кідер Фелікс Іхильович (1938-2003),"Погонич волів. Папір, олівець. 26,8х19,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Поранені. Папір, туш, перо. 20,5х27,5"
Кідер Фелікс Іхильович (1938-2003),"Начерки «Селяни». Папір, туш, перо. 20,2х27,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Коні. Тонований папір, олівець, гуаш. 26,8х19,9"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка. Папір, олівець, крейда. 26,8х19,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Вільнонайманий. Папір, олівець. 28х20"
Кідер Фелікс Іхильович (1938-2003),"Хлопчик. Папір, олівець. 22,8х20,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Розмова. Папір, олівець. 29,5х20,4"
Кідер Фелікс Іхильович (1938-2003),"Ескіз до картини. Папір, кольоровий олівець, туш, сухий пензель. 19,7х29,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Красуні. Папір, туш, пензель. 29,8х20,8"
Кідер Фелікс Іхильович (1938-2003),"Замислилася. Папір, олівець. 26,5х20"
Кідер Фелікс Іхильович (1938-2003),"Прощання. Папір, туш, перо. 26,8х20,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Віз. Папір, олівець. 7,8х10,9"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчина в жакеті. Папір, олівець. 19,5х12,6"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина в пальті. Папір, кольоровий олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За читанням. Папір, олівець. 18,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Конячки. Папір, олівець. 19,5х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка біля стільця. Папір, олівець. 19,5х12,6"
Кідер Фелікс Іхильович (1938-2003),"Начерки. Мужчина в окулярах та з борідкою. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який сидить. Папір, кольоровий олівець. 19,3х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За уроками. Папір, олівець. 15х10,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Старий на стільці. Папір, олівець. 19,5х12,4"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Молодик. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрет мужчини в кашкеті. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Коні біля кормушці. Папір, олівець. 13х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Кінь, запряжений у віз. Папір, олівець. 12,6х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Вулиця. Папір, олівець. 13х19,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка зі спини. Папір, олівець. 19,5х12,6"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який сидить. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який сидить. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрет молодої жінки. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрет дівчини у жакеті. Папір, олівець. 19,5х12,6"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина з книгами в руці. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка у пальті. Папір, олівець. 19,5х12,6"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який стоїть (зі спини). Папір, олівець. 21х11,9"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Профіль молодика. Папір, олівець. 18,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який сидить. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Лев. Папір, олівець. 12,5х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Бабуся та онук. Папір, олівець. 19,2х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. У цирку. Папір, олівець. 12,5х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. У роздумі. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у пальті та шапці. Папір, олівець19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Подруги. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Натурщик. Папір, олівець. 19х12,9"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у майці. Папір, чорнило, ручка. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у довгому пальті. Папір, кольоровий олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у тільнику. Папір, чорнило, ручка. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Партія у шахи. Папір, олівець. 12,5х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Батько та син. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина, який читає. Папір, олівець. 13х19"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Та, яка сидить на стільці. Папір, олівець. 19,4х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За читанням. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Художник за працею. Папір, олівець. 18,8х12,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Художник. Папір, олівець. 18,8х12,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Чоловічий портрет. Папір, олівець. 19,1х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Художник за працею. Папір, олівець. 19х12,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Піонер. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За працею. Папір, олівець. 18,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка. Папір, олівець. 19,4х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Військовий, який сидить. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрети. Папір, олівець. 20,4х14"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчина. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Той, який позує. Папір, олівець. 19,3х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. У русі. Папір, вугілля. 19,4х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка, яка сидить. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За столом. Папір, олівець. 18,8х12,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у пальті. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Червоноармійці. Папір, олівець. 18,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина у френчі. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Той, який сидить. Папір, олівець. 18,8х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. З книгою. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка. Папір, олівець. 19,5х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Оратор. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Бик. Папір, олівець. 10,8х19,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Біля мольберта. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Біля табуретки. Папір, олівець. 19,2х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. З книгою. Папір, олівець. 19,2х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Інвалід. Папір, олівець. 18,7х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Біля вікна. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка в окулярах. Папір, олівець. 19,5х12,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Веселун. Папір, олівець. 19х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. На лекції. Папір, олівець. 19,3х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Кінь і віз. Папір, вугілля. 13х19,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. За читанням. Папір, олівець. 18,8х14,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрет чоловіка в окулярах. Папір, олівець. 20,5х14,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. У класі. Папір, олівець. 20,8х14,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Старість. Папір, олівець. 19,5х14,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Хлопчик з книгою. Папір, олівець. 19,5х14,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Коні. Папір, олівець. 15х19,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Шиє. Папір, олівець. 12,8х13,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Біля приймача. Папір, олівець. 21,2х20,7"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Портрет старшини. 1962. Папір, олівець. 24,8х20"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Матрос з гармошкою. Папір, олівець. 23х17"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Побудка. 1962. Тонований папір, олівець. 20,7х16"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Служба. Папір, олівець. 23х13"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Подружжя. Папір, олівець. 20,4х14,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Вітер на пірсі. Папір, олівець. 13,2х18,6"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка біля стіни. Тонований папір, олівець. 28,5х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Хлопчик на стільці. Тонований папір, олівець. 26,8х20,5"
Кідер Фелікс Іхильович (1938-2003),"Оголена. Папір, олівець. 27,2х19"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Дівчинка. Папір, олівець. 27,2х20"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Біля паркану. Папір, олівець. 26х19"
Кідер Фелікс Іхильович (1938-2003),"Осавул. Папір, олівець. 17,9х12"
Кідер Фелікс Іхильович (1938-2003),"Турки. Папір, олівець. 24х20,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Натурщиця. Папір, олівець. 26,8х19"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Чоловік біля опори. Папір, олівець. 27х18,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Жінка зі спини. Папір, олівець. 27х16,8"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Сон. Папір, олівець. 24х19,3"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Художник на етюдах. Папір, олівець. 26,4х18,2"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Рух. Папір, олівець. 28,8х19,3"
Кідер Фелікс Іхильович (1938-2003),"Автопортрет. Папір, олівець. 25,3х16,2"
Кідер Фелікс Іхильович (1938-2003),"Хазяйновитий мужчина. Папір, олівець. 27,8х19,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Мужчина з лопатою. Папір, олівець. 26х17"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Натурщик. Папір, олівець. 29,2х18,8"
Кідер Фелікс Іхильович (1938-2003),"Вулиця. Папір, олівець. 21х29,3"
Кідер Фелікс Іхильович (1938-2003),"Яничар. Папір, вугілля. 18,2х26"
Кідер Фелікс Іхильович (1938-2003),"Хлопчик. Папір, вугілля. 24х17,8"
Кідер Фелікс Іхильович (1938-2003),"Прощання. Папір, вугілля. 76х57"
Кідер Фелікс Іхильович (1938-2003),"Начерк. На пляжі. Папір, сангіна. 28,5х40,5"
Кідер Фелікс Іхильович (1938-2003),"Начерк. Човни. Папір, сангіна. 28,5х40,5"
Кідер Фелікс Іхильович (1938-2003),"Чортополох. 1980-ті рр. Папір, офорт. 28х17,5; 42х33"
-,"Авторські знаки О. Медніса та О. Юпатова з видання «50 екслібрисів Отто Медниса і Олексія Юпатова» Монограма «А Ю». Папір, ліногравюра. 3,3х3,3 (у світлі) №9/25 і факсиміле О. Юпатова та О. Медніса. 7,3х 4,8 (у світлі) Загальний розмір – 20,2х28,4"
Айзеншер Ісаак Якович,"Из книг В.Е. Шевченко. 1927. Папір, офорт. 7,7х5,6. Власник: Шевченко Василий Єфимович (1881-1942), поліграфіст, м. Ленінград"
Алексєєв Василь Митрофанович,"Ex libris P.E. Hamburg. Папір, кольорова ліногравюра. 8,9х6,5. Власник: Гамбург П.Є."
Алексєєв Василь Митрофанович,"Ex libris P.E. Hamburg. Папір, ліногравюра. 10,5x7,8. Власник: Гамбург П.Є."
Алексєєв Микола Васильович,"Ex libris Э.Ф. Голлербах. 1925. Папір, цинкографія. 6х4,8. Власник: Голлербах Эрих Федорович (1895-1942)"
Андрієнко–Нечитайло Михайло Федорович,"«Ex libris С.А. Сильванского». 1915. Папір, цинкографія. 14,8х12. Власник: Сильванський Сергій Олександрович (1893-1937), краєзнавець, бібліофіл, бібліограф"
Андрієнко–Нечитайло Михайло Федорович,"«Ex libris С.А. Сильванского». 1915. Папір, цинкографія. 9,5х6,5. Власник: Сильванський С.О."
Андрієнко–Нечитайло Михайло Федорович,"«Библиотека С.А. Сильванского». Кін. 1928-поч. 1929. (В основі малюнок 1914) Папір, цинкографія. 7,9х6,3. Власник: Сильванський С.О."
Андрієнко–Нечитайло Михайло Федорович,"«Ex libris Хрістофора Доварджоглу». 1919. Папір, цинкографія. 9,3х8,3. Власник: Дуварджоглу Христофор Лазаревич, м. Одеса"
Аносов Анатолій Іванович,"«Ex libris S. Ivenski». 1972. Папір, кольорова ліногравюра. 6,5х7; 9,4х8,9"
Анохіна-Лебедева Олена Петрівна,"Из книг В.А. Кенигсона. 1935. Папір, цинкографія. 12,9х9,7. Власник: Кенигсон Володимир Олександрович (1864/66-1940/2), інженер-хімік, бібліофіл, м. Ленінград"
Антал Ференц,"Ex libris GF. 1962. Папір, ксилографія. 6,5x7,1. Власник: ? Галамбош Ференц, Угорщина"
Арак Хенно Карлович,"Ex libris Ainomae. Папір, кольорова ліногравюра. 9,1х6,9. Власник: Айномяе. Естонія"
Арендт Всеволод Вікторович,"Ех libris V. Arendt. 1927. Папір, цинкографія. 9х8,5"
Арендт Всеволод Вікторович,"Ех libris V. Arendt. 1927. Папір, кольорова цинкографія. Коло Д-7,7"
Аркадьєв Елпідіфор Іванович,"Ex libris Ed. Arcadieff. Папір, цинкографія. 10,5х13,7"
Арштам Олександр Максимович,"«Ex libris Центральной библиотеки 1-го Городского района». 1921. Кольоровий папір, цинкографія. 10х7,4"
Арштам Олександр Максимович,"«Ex libris Центральной библиотеки 1-го Городского района». 1921. Папір, цинкографія. 10х7,3"
Арштам Олександр Максимович,"Ex libris N. Lerner. 1906. Папір, цинкографія. 5,8х7. Власник: Лернер Микола Осипович (1877-1907), літературознавець, поет, пушкинознавець"
Байрос Франц (Франсиско) фон,"Ex libris Hugo Lowy. 1900. Папір, цинкографія. 14,7х12,8. Власник: Лоуи (Леви) Хьюго (?-?) Австрія"
Баришніков Олександр Олександрович,"«Изъ книгъ Н.К. Пятницкаго». 1915. Папір, цинкографія. 15,9х13,7. Власник: Пятницький Миколай Костянтинович (1873-?)"
Бауер Герман,"Ex libris G.B. Папір, цинкографія. 7x6,1. Власник: Бауэр Гертруда, Німеччина, оперна співачка"
Бахматов Адольф Ісаакович,"«Из книг Ад. И. Бахматова. 1969. Цинкографія. 9,9х6,2"
Бахматов Адольф Ісаакович,"«Ленініана 1870-1970 В. Вітрука». 1969. Кольоровий папір, цинкографія. 7,5х8,7"
Бахматов Адольф Ісаакович,"«Лениниана С.А. Вуля» (Соломон Абрамович). 1969. Кольорова цинкографія. 13,1х8,9"
Бахматов Адольф Ісаакович,"«Ex libris Н.Г. Иванова». 1967. Цинкографія. 10х11,5"
Бахматов Адольф Ісаакович,"«Ex libris Якова Бердичевского». 1977. Цинкографія. 9х10,8"
Баюскін Василій Степанович,"Из книг В. Лукиной. Папір, ксилографія. 8,8х8,4"
Бедросов (Бедросян) Рубен Сергійович,"З книг Л.О. Літошенка. Папір, ксилографія. 4,5х3,8. Власник: Літошенко Леонід Олександрович (1907-1972)"
Бедросов (Бедросян) Рубен Сергійович,"Ex libris Paul Ambur. Папір, ксилографія. 7,7x8,9. Власник: Амбур Пауль Михкелевич (1904-1974), мистецтвознавець, бібліофіл, Естонія"
Бедросов (Бедросян) Рубен Сергійович,"Заслужений діяч Вірменської РСР Екслібрис Ірини Іскандарян. 1964. Ксилографія. 8,2х6,5"
Бекетов Ігор Львович,"Ex libris В. Быстрова. 1963. Папір, кольорова ліногравюра. 6,2х10,1. Власник: Бистров Володимир Андрійович (1930-2011)"
Бекетов Лев Григорович,"«Из книг В. Черникова». 1961. Папір, ліногравюра. 10,7х9,8. Власник: Черніков Володимир Андрійович (1939-2012), бібліофіл, краєзнавець, м. Херсон"
Бекетов Лев Григорович,"«Ex libris Я. Бердичевского». 1962/2008. Кольорова ліногравюра, типографський друк. 8,8х6"
Беккер Давид Юлійович,"«Ex libris Я. Бердичевского». 2006. Кольоровий офорт, типографський друк. 9х7,3"
Беккер Давид Юлійович,"«Ex libris Я.И. Бердичевского». 2006. Кольоровий офорт, типографський друк. 9,5х7,8"
Белкін Веніамін Павлович,"Ex libris П.А. Шиллинговского. 1880-1942. Папір, цинкографія. 10,5х7,4. Власник: Шиллинговський Павло Александрович (1881-1942), гравер, живописець, педагог"
Белоцветова Тетяна Федорівна,"«Собраніе Н.С. Бекташева». 1925. Папір, цинкографія. 12,4х9. Власник: Бекташев Миколай Сергійович (1888-?)"
Белуха Євген Дмитрович,"Из книг В.Е. Шевченко. 1922. Тонований папір, цинкографія. 7,4х6,8. Власник: Шевченко Василий Єфимович (1881-1942), поліграфіст, м. Ленінград"
Бем (Ендаурова) Єлизавета Меркуріївна,"Изъ книгъ графа С.Д. Шереметєва. 1902. Папір, кольорова хромолітографія. 9,8х6,5. Власник:граф Шереметьєв Сергій Дмитрович (1884-1918)"
Бердичевський Леонід Ісаакович,"Книги Ильи Авербаха». 1982. Тонований папір, типографський друк. 8х3,7"
Бердичевський Леонід Ісаакович,"«Ex libris Э.И. Ашписа». 1967. Тонований папір, типографський друк. 6,5х5,5"
Бердичевський Леонід Ісаакович,"«Ex libris А. Ваs» ( Баса А.М.) 1994. Тонований папір, типографський друк. 7,8х4,7"
Бердичевський Леонід Ісаакович,"«Ex libris Daniel Berdichewskij». 1994. Тонований папір, типографський друк. 9,1х4,5"
